#Supplementary Data 10 - Total mutation rates observed in 293T with Cas9Sp nuclease												
#Gene	293T (Control#1)	293T (CAS9 + gRNA library only)	293T (CAS9 + gRNA library + Artemis)	293T (CAS9 + gRNA library + TREX2)	293T (CAS9 + gRNA library + TdT)	293T (CAS9 + gRNA library + ddrA)	293T (Control#1) - Total Read Count	293T (CAS9 + gRNA library only) - Total Read Count	293T (CAS9 + gRNA library + Artemis) - Total Read Count	293T (CAS9 + gRNA library + TREX2) - Total Read Count	293T (CAS9 + gRNA library + TdT) - Total Read Count	293T (CAS9 + gRNA library + ddrA) - Total Read Count
OR51B4_chr11_5322677	0	0.429447853	1.187263896	2.747252747	0.594059406	0.298804781	2039	6453	3335	3256	2718	2925
OR51B5_chr11_5364416	0	2.500644496	1.779801325	3.779069767	1.140456182	2.218330414	7407	19378	13038	10569	9879	10048
OR51B6_chr11_5372941	0	6.023770935	5.257009346	6.322444679	4.303797468	4.338734971	1671	4402	2886	2540	2145	1759
OR51D1_chr11_4661490	0	0.815890438	1.686366032	2.831692452	0.462465046	0.457260172	4924	13761	8649	5910	6645	3859
OR51E1_chr11_4673790	0	0.324099863	0.270982311	1.094177413	0.419480254	0.447828034	1136	2602	1800	1490	1305	1483
OR51E2_chr11_4703659	0.166666667	0.974068711	0.649819495	1.434099704	0.610842454	0.936928702	651	1476	1030	847	752	580
OR51F1_chr11_4791095	0	0.231438622	0.371747212	0.635368867	0.333402792	0.238284353	1626	3802	2679	2287	2054	1306
OR51M1_chr11_5411042	0	0.668668122	0.525164114	1.05893186	0.51843318	0.396432111	4110	10248	6889	4968	5543	5791
OR51Q1_chr11_5443700	0	2.265050666	0.860357379	2.545155993	1.681415929	1.095659503	4379	10265	7363	5687	5118	5839
OR51S1_chr11_4870049	0	0.650132434	0.398406375	1.03046595	0.213219616	0.171747531	5425	13717	9224	8066	6400	5207
OR51T1_chr11_4903272	0	2.473498233	4.62633452	0.273224044	1.576576577	0.768049155	5075	13158	9846	6697	6451	7557
OR51V1_chr11_5221319	0	0.917562724	1.134751773	2.439671175	0.617665225	0.376841384	2173	5569	3900	3127	3064	2930
OR52A5_chr11_5153530	0	0.189419564	0.287631831	0.596921144	0.195040401	0.168397418	1242	3260	1853	1456	1515	1004
OR52B2_chr11_6191343	0	2.653748947	2.145776567	3.270745003	1.523084246	1.713586291	1140	3879	2416	1376	1666	1713
OR52B4_chr11_4388901	0	0.540151242	1.29753915	2.718868951	0.723327306	0.317208565	1672	3702	2568	1898	1975	1913
OR52B6_chr11_5602850	0.064829822	1.326006451	1.779904306	1.755765199	1.045751634	1.476476476	8000	20591	13283	10665	9298	10716
OR52E2_chr11_5080357	0	0.064315575	0.087581012	0.231920725	0	0.070646415	7590	19747	13285	10236	9774	11165
OR52E6_chr11_5863102	0	0.36900369	0.81300813	5.751391466	0.425531915	1.289134438	3000	7597	5540	4393	3929	4376
OR52H1_chr11_5566443	0	1.388888889	2.784891165	3.65805169	1.40969163	0.765957447	3814	10802	6725	5666	4799	5036
OR52M1_chr11_4566807	0	0.011805679	0.0354139	0	0.036057692	0.033036009	2639	7328	4570	4344	3472	4036
OR52R1_chr11_4825196	0	1.006531749	1.541038526	2.987933346	0.666819959	0.65913371	1583	5033	3022	2436	2260	2373
OR56A4_chr11_6023761	0.036839197	0.055644862	0.077775617	0.047477745	0.053756216	0.03691399	1617	4153	2761	2232	1876	2329
OR5A1_chr11_59211349	0	0.896860987	1.972386588	6.577344702	0.735294118	2.053140097	385	1132	562	732	444	651
OR5A2_chr11_59189478	0	3.553921569	3.057553957	5.818965517	1.376146789	0.869565217	2437	6975	4230	3771	3238	2919
OR5AP2_chr11_56409837	0.228832952	6.4453125	6.785137318	3.628389155	4.016393443	6.146926537	2834	7391	5215	3183	3589	3563
OR5B21_chr11_58275330	0	0.646248946	0.615655233	1.114023591	0.753295669	0.176782557	1943	4748	2936	1651	2101	2451
OR5C1_chr9_125551363	0.021965953	0.079096858	0.046590181	0.065731814	0.072827318	0.071047957	1459	2777	2235	1839	1659	1261
OR5I1_chr11_55703286	0	2.186878728	1.153846154	11.07491857	4.333333333	0.977198697	3085	8371	5225	3816	3825	3996
OR5M11_chr11_56310479	0	6.23853211	2.48447205	4.98687664	4.87804878	4.624277457	3057	9329	5709	4743	4311	2831
OR5T1_chr11_56043280	0.066028392	0.254607177	1.191806331	1.808029779	0.373632239	0.26462027	453	813	615	539	470	543
OR5V1_chr6_29323190	0	0.698576973	1.008878128	3.017004937	0.979325354	1.025115325	1766	4968	3124	2515	2270	2350
OR6B3_chr2_240984536	0	0	0.681431005	0.410677618	0.968992248	0.862068966	6210	16941	11295	8921	8320	9081
OR6C4_chr12_55945607	0	0.0951978	0.064030735	0.089782726	0.109577033	0.16016016	3591	9339	5970	5221	4349	5310
OR6C6_chr12_55688959	0	0.940951861	1.986499518	1.304173355	0.709759189	0.54200542	60	366	157	127	105	103
OR6K2_chr1_158669848	0.03628447	0.179104478	0.203438104	0.427141811	0.249343832	0.1606128	5429	16174	10286	8425	7441	8127
OR6M1_chr11_123676976	0	3.340292276	3.377686796	7.674684994	1.920438957	3.229813665	53	145	80	67	92	58
OR6Q1_chr11_57798576	0	0.225479143	0.069364162	0.755265069	0.083794201	0.14795088	565	1338	1014	821	680	828
OR6T1_chr11_123814284	0	2.106587015	1.64661178	3.588058066	1.993704092	1.890954932	360	816	556	464	436	460
OR7C1_chr19_14910827	0	0.890868597	0	2.806122449	0.79787234	0.717703349	874	3072	1238	2508	1220	667
OR7C2_chr19_15052633	0	0.3394979	0.331950207	0.862843789	0.343839542	0.326012354	1407	3559	2274	1526	1593	1697
OR7D2_chr19_9297260	0	0.147058824	0.149105368	0.988319856	0.107700592	0.102092905	9105	27814	17171	13692	12358	14075
OR8A1_chr11_124440457	0	0.636942675	0.521691378	1.839587932	0.557620818	0.47318612	206	503	260	307	300	307
OR8D2_chr11_124189605	0	0.612369871	2.20713073	2.228826152	0.888888889	0.678142932	250	545	322	381	410	173
OR8I2_chr11_55861244	0	3.578066915	2.373316228	3.22180917	3.163580247	2.385008518	63	165	161	135	137	135
OR8J3_chr11_55904447	0.046739892	0.818033085	0.914719955	1.265198817	0.358287762	0.331642606	3029	8248	5370	3761	3747	3779
OR8K3_chr11_56086177	0	1.993006993	1.326623971	2.011494253	2.196193265	1.041666667	1391	3865	2478	1823	1838	1951
OR8S1_chr12_48919464	0.022251891	0.729865418	1.290026848	1.396460309	0.494279176	0.548820446	367	1155	587	487	516	580
OR9A4_chr7_141619592	0	0.075786283	0.051007396	0	0.079554495	0.120240481	3817	9454	6247	5569	4563	4995
OR9I1_chr11_57886245	0	0	0	0	1.459854015	0	2983	7333	5185	4984	3945	2214
OR9Q1_chr11_57947707	0	0.720515738	1.465201465	1.945244957	0.432152118	0.488599349	5512	15075	9831	8194	7620	8094
OR9Q2_chr11_57957971	0	0	0.634920635	0.357142857	0	1.369863014	483	1437	977	873	729	805
OSMR_chr5_38883960	0	0	0	0	0	0	4598	12418	8650	6885	5967	6759
OXGR1_chr13_97639727	0	1.015481938	1.131883505	2.43938066	0.655964095	0.333940498	2430	6361	4737	3651	2859	3173
OXTR_chr3_8809655	0	3.638309256	2.318435754	4.504222709	1.848794982	2.287348106	301	898	597	392	376	418
P2RX2_chr12_133195470	0	0	0	0	0	0	4060	11193	7230	5563	5235	5828
P2RX3_chr11_57106048	0	0	0.555555556	7.357859532	1.583113456	0.770712909	1222	3400	2012	1113	1857	1959
P2RX4_chr12_121648019	0.040683483	0.905562743	1.154956689	5.073602973	0.707692308	0.768136558	2067	5495	3642	2718	2690	2536
P2RX5_chr17_3599248	0	2.390438247	1.842374616	5.084745763	2.245250432	1.961569255	1493	3266	2356	2019	1800	1917
P2RX6_chr22_21377298	0	6.424825175	4.419563936	14.00560224	5.476190476	4.14507772	873	2152	1559	1614	1296	1174
P2RX7_chr12_121598720	0	1.146560319	0.99469496	1.621621622	0.741427247	2.178649237	4279	11002	7106	6086	5303	5126
P2RY1_chr3_152553584	0	0.597686601	0.751351351	1.760095643	0.618268847	0.396698445	1249	2860	2186	1740	1366	1248
P2RY10_chrX_78216446	0	1.427839672	1.127475876	2.227144088	0.807113543	0.77786279	8988	23703	15271	13391	10925	12208
P2RY11_chr19_10224345	0	1.238174736	0.764025322	1.539730547	0.204319907	0.399543379	1956	5278	3921	1614	2514	2495
P2RY12_chr3_151055961	0	0.260078023	0.611246944	0	0.326264274	0.574712644	317	621	458	478	411	420
P2RY13_chr3_151046714	0	0.518731988	1.104972376	2.480270575	1.225114855	0.852618758	1002	2637	1638	1388	1157	1228
P2RY14_chr3_150931439	0	0.736738703	1.367521368	3.305084746	0.946073794	0.255427842	369	961	630	560	400	511
P2RY2_chr11_72945384	0	1.45175064	2.971576227	3.483870968	0.750469043	1.43472023	295	931	451	402	353	178
P2RY4_chrX_69479037	0.024506801	0.628870433	0.577075669	2.414307004	0.424985175	0.433897104	4340	12014	7863	6846	5793	6588
P2RY6_chr11_72983397	0	0.505453578	0.107142857	0.356824264	0.110192837	0.330441966	2096	5607	3580	3197	3029	2798
PAFAH1B2_chr11_117038250	0	0.247698933	0.289214702	0.279784312	0.111898545	0.151683689	135	367	226	228	221	292
PALB2_chr16_23614906	0	2.676977989	2.433234421	4.773561812	3.128712871	2.706656913	339	863	540	299	379	519
PARD3_chr10_35103891	0	0.870496853	1.029091629	1.607629428	0.425773489	0.679694138	4916	14687	9351	6997	6500	7030
PATZ1_chr22_31741560	0	1.75894315	1.520828741	3.481264948	1.464266523	1.284449433	1479	5020	2931	1888	2316	2498
PAX3_chr2_223163264	0.134408602	0.203355363	0.269645609	0.196367207	0.100351229	0.084210526	1009	2288	1697	1428	1260	1158
PAX5_chr9_37033985	0	1.860132356	2.036428029	3.522012579	0.903672371	1.053704963	782	2006	1508	1110	1079	918
PAX7_chr1_18958105	0	2.70188221	2.462946818	5.330490405	2.131546894	2.368966538	11634	28443	18500	15056	15042	15629
PAX8_chr2_114004421	0.07876083	0.267115156	0.648939538	0.894021233	0.368324125	0.472162109	6199	15618	9845	8127	7310	7842
PBRM1_chr3_52662955	0	0.138121547	0.278023506	0.261437908	0.048717116	0.083845724	2602	7188	4581	3637	3426	3504
PBX1_chr1_164761948	0	1.600648364	0.996086802	2.077922078	1.202086641	1.145038168	517	1538	818	717	613	348
PCSK7_chr11_117099043	0	1.873804971	1.206896552	5.717619603	0.931677019	0.211267606	583	1735	1086	887	653	821
PDCD1LG2_chr9_5534989	0	0.889547813	0.96359743	1.332698715	0.219202104	0.272232305	809	2036	1170	1180	1057	783
PDE4DIP_chr1_145075813	0	0.111141984	0.501756147	1.305609284	0.216138329	0.499643112	371	1171	774	775	533	697
PDGFB_chr22_39627741	0.035720664	1.437899417	1.167517982	1.560121766	0.887286843	1.135942709	8161	20831	13863	10065	10118	11293
PDGFRA_chr4_55124941	0	0.401261106	0.596158092	1.411764706	0.281337918	0.138542533	1386	3759	2800	2242	1815	2421
PDGFRB_chr5_149515290	0	1.026045777	0.39893617	2.299829642	0.374251497	0.295420975	13516	35527	24895	19658	18767	19778
PER1_chr17_8053833	0	1.591895803	1.316060045	3.102524327	0.635485511	1.16688951	1870	5043	3370	2451	2525	2734
PGR_chr11_100999576	0	2.176083051	1.443954968	5.440199336	1.301775148	1.842978253	2912	7467	5053	3670	3523	3531
PHOX2B_chr4_41750573	0	1.514434453	0.670690812	1.001540832	1.748251748	0.290135397	5095	13474	9074	7526	7444	8019
PICALM_chr11_85779715	0	0.210260723	0.606926098	0.590077949	0.219244823	0.282066508	1488	3934	2596	2037	1993	2375
PIK3R1_chr5_67522711	0	0.168833361	0.13724952	0.067396799	0.056635832	0.104566051	4462	11182	7906	6360	5201	5884
PIM1_chr6_37138392	0	0	0.12295082	0.116009281	0	0.177514793	2441	6588	4588	3283	3284	3377
PKD1_chr16_2159074	0	1.708567244	1.395474868	6.011474183	1.333333333	0.969237252	3809	10108	6318	5369	4887	5083
PKD1L1_chr7_47969099	0	1.162790698	2.371541502	3.850509626	0.834724541	0.565770863	4581	11584	7913	6120	6158	3578
PKD1L2_chr16_81253824	0	0.770538244	0.209643606	0.548870593	0.38040894	0.447928331	3670	9871	5622	5390	4409	4978
PKD1L3_chr16_72020225	0	1.955577016	2.25929788	8.157894737	1.520912548	1.298701299	885	2615	1740	857	1288	1420
PKD2_chr4_88929141	0	1.492537313	1.501706485	1.715039578	1.078582435	0.497062811	1623	4047	2802	2101	2281	2204
PKD2L1_chr10_102089783	0	1.287483703	0.727546412	0.927357032	0.667903525	0.696459663	930	3599	1993	2068	1388	1401
PLAG1_chr8_57079728	0	0	0.881057269	1.152737752	0	0	5599	14396	9593	7884	7213	8099
PML_chr15_74287160	0	0.292463442	0.226025186	1.488095238	0.380388842	0.232288037	2580	6978	4529	3400	3199	3609
POT1_chr7_124503593	0.059049306	2.14117406	2.414654455	3.754198775	1.541292846	1.723051061	904	2534	1504	1174	1336	1354
POU2AF1_chr11_111229584	0	1.59453303	3.818953324	3.929024081	0.361663653	1.524390244	5379	14511	9726	7091	7868	8227
PPARA_chr22_46594327	0	0.622314417	1.301405518	1.288582559	0.790106493	0.300120048	2115	5009	4086	2408	2535	2713
PPARD_chr6_35389605	0	1.371115174	1.865057597	3.254177661	0.833017796	0.962815405	921	2113	1491	1298	1144	1034
PPARG_chr3_12447438	0	1.219512195	2.084069233	3.140950137	1.256281407	1.448675497	9275	26158	16806	13727	12315	13472
PPP2R1A_chr19_52693360	0.034718204	0.887397122	1.027302813	1.949669329	0.743678731	0.692722141	3798	11846	7286	5935	5297	5738
PRCC_chr1_156737584	0.088731145	0.936186473	1.474201474	2.78818144	0.838926174	1.10367893	1209	3717	2440	1724	1817	1690
PRF1_chr10_72360540	0	1.643489254	1.043478261	1.198257081	1.649257834	1.333333333	4205	8194	7381	4009	3900	4746
PRKAR1A_chr17_66511557	0	0	4.154302671	5	0	0	569	1204	1012	883	599	707
PRLHR_chr10_120354468	0	0	0.269541779	0.625978091	0	0	2907	8825	5724	4737	4206	4465
PROKR1_chr2_68873135	0	0.842514582	1.311728395	1.336073998	0.289017341	1.243339254	1752	4142	2877	1900	2367	2387
PROKR2_chr20_5294764	0	0.349412792	0.092564023	0.670807453	0.232214482	0.101071356	1764	3953	2930	2274	1947	2213
PSIP1_chr9_15469306	0.996677741	0.234192037	0.430107527	0.276243094	0	0	2450	6136	3986	3235	2695	3446
PTAFR_chr1_28477472	0	0.259403372	0.220102715	0	0.522193211	0.157109191	223	632	454	347	340	389
PTCH1_chr9_98279035	0.192826841	0.652625334	0.980392157	1.451905626	0.820209974	0.704423781	1979	4445	3097	2688	2366	2583
PTGDR_chr14_52734542	0	1.384730539	3.55530474	3.137516689	1.154891304	1.333333333	3387	9761	6005	5061	4347	4759
PTGDR2_chr11_60620911	0	0.548446069	0.933786078	1.829141551	0.772200772	0.595238095	488	1317	707	789	553	656
PTGER1_chr19_14585023	0	0.158403295	0.147456377	0.423177083	0	0.114220445	2269	6749	3842	3337	2911	3332
PTGER2_chr14_52781352	0	0.641857289	0.87739289	1.77581864	0.510774142	0.331125828	2233	5470	3646	3411	2641	3012
PTGER3_chr1_71513164	0.029261156	0.522846101	1.052631579	2.228637413	0.583232078	0.453661698	1666	4674	2831	2547	1990	2416
PTGER4_chr5_40681100	0	0.676669609	0.838980316	1.504914005	0.693040716	0.576627371	8641	21749	14504	11643	10085	11693
PTGFR_chr1_78958817	0	2.795698925	1.384451544	2.38410596	0.843881857	1.642335766	2254	5234	3663	2403	2384	2990
PTGIR_chr19_47127447	0	3.300516462	1.883065578	4.632881753	2.714763853	2.731233244	25	45	39	30	56	48
PTH1R_chr3_46925053	0	1.026104088	1.018754341	3.420419388	0.85978836	0.748502994	1281	3955	2300	1836	1819	1800
PTH2R_chr2_209271779	0	0.276090558	0.734753857	0.433651344	0	0.275735294	219	615	337	360	287	347
PTK7_chr6_43096807	0	0.429281518	0.324324324	1.153668666	0.417754569	0.215146299	385	1175	742	639	559	603
QRFPR_chr4_122301713	0	0.500517777	1.418067227	2.488687783	0.408466394	0.980049002	830	1543	1296	973	692	1126
RABEP1_chr17_5253750	0	0.320718409	0.573394495	0.988875155	0	0.292825769	3255	10303	6482	4025	4737	4947
RAC1_chr7_6438306	0	0.202880909	0.190597205	0.318471338	0.206868018	0.293685756	301	854	465	724	307	330
RAF1_chr3_12660084	0	1.465201465	0.938337802	1.267605634	0.34904014	0.64516129	682	771	1363	1091	383	1273
RAMP1_chr2_238785902	0	0.387241414	0.406219358	1.03510351	0.44534413	0.2593361	2593	6742	4284	3306	3048	3549
RAMP2_chr17_40913286	0	0.116144019	0.252931708	0.066072019	0.16066838	0.121617513	1182	2672	1772	1498	1472	1575
RAMP3_chr7_45216961	0	2.190100745	0.947225981	1.068625814	1.374869474	1.85607294	3326	9846	5890	4811	4144	4536
RANBP17_chr5_170308860	0	1.47497254	1.027568922	2.376861397	0.894854586	0.684931507	2276	6313	4069	3072	2972	3502
RARA_chr17_38510556	0	0.437418464	0.639926866	2.752575734	0.7183428	0.715717149	5457	14645	8776	7940	6265	6946
RARB_chr3_25470344	0	2.016057092	3.053242493	6.007281553	0.847744998	1.316655695	6835	17596	11685	8660	8230	9258
RARG_chr12_53621299	0	1.27474002	0.872359963	1.24264225	0.738916256	0.8757526	5575	13596	9297	6512	6926	7804
RBM15_chr1_110882087	0	3.050580594	2.057962806	2.830311726	2.585092632	2.519143269	552	1395	939	755	711	548
RECQL4_chr8_145742475	0	3.17590052	2.732375764	5.002128565	2.256161055	1.854213676	4546	12392	7594	5979	5378	5968
REL_chr2_61145355	0	0.601805416	1.23939987	2.917009039	1.300954033	0.194931774	4593	12182	8638	5818	6048	6680
RELT_chr11_73103458	0	1.038310061	1.166180758	2.108678021	0.535270503	0.991501416	792	1811	1361	1153	915	1088
RET_chr10_43595982	0	1.856187291	1.250504236	4.559971611	2.187055477	1.213960546	1522	4426	2775	2167	1915	2324
RGR_chr10_86008679	0.038491147	1.011302796	0.863641893	2.898443291	0.636132316	0.818406424	1788	5794	3808	3094	2693	2857
RHO_chr3_129247606	0	0.79939094	2.04624514	2.986237341	0.443951165	0.419837313	574	1559	872	809	629	683
RHOH_chr4_40245503	0	1.283333333	0.599033816	3.801593049	0.786163522	1.052883465	1717	4929	3148	2826	2417	2724
RMI2_chr16_11439335	0.192864031	0.739533718	0.724772347	1.612469766	0.45083122	0.37709168	487	1092	746	710	573	620
RNF213_chr17_78247058	0	0.519396202	1.083117495	1.211754014	0.954369222	0.749791725	4067	9813	7139	4444	4940	5784
RNF43_chr17_56437540	0	1.575608758	1.560018683	2.460760841	1.305751174	1.276826949	2273	6888	4349	3027	3112	3289
ROR1_chr1_64603121	0	1.966955153	2.434738956	2.692955037	1.291899441	1.842275372	4346	11415	7390	5989	5746	6142
ROR2_chr9_94538058	0	0.339366516	0.484131253	1.267197683	0.361663653	0.20696792	2294	6373	3990	3492	3129	2190
RORA_chr15_61521300	0	0.332471371	0.321381309	0.280397655	0.337567736	0.293446365	4885	13031	8751	6503	5986	6986
RORB_chr9_77245215	0	0.310559006	0.481637568	0.143884892	0	0.15936255	2365	5605	3963	3296	2949	3038
RORC_chr1_151789251	0	0.856989823	0.303720577	1.149425287	0.197628458	0.343347639	911	2981	2178	1529	1624	1827
ROS1_chr6_117725524	0	0.548245614	2.692307692	5.395683453	0.724637681	0	112	291	221	83	160	170
RPN1_chr3_128369537	0	0.217812197	0.354609929	0.644444444	0.392541708	0.610997963	6670	15243	10593	7667	6963	9011
RRH_chr4_110756554	0	0.930990341	1.128031585	1.369509044	0.806234883	0.616559014	7684	17129	12114	9396	8643	10193
RUNX1_chr21_36259379	0	3.276595745	3.14795383	4.339010543	3.665893271	2.5869038	1816	3988	3066	2434	2306	1026
RUNX1T1_chr8_93026815	0	0.614868642	1.153402537	1.796407186	1.152737752	0	4316	11172	7203	6165	5231	5648
RXFP1_chr4_159520538	0	0.422416221	0.148662042	0	0.13726836	0.719895288	4095	11960	7437	5636	5624	5931
RXFP2_chr13_32351540	0	0.072992701	0.105290866	0.088757396	0.176304654	0.213827512	10392	23534	16442	13490	12576	12952
RXFP3_chr5_33936856	0	0.944132888	1.468077842	3.746518106	0.86220661	0.857419444	2740	7881	4887	3851	3604	3811
RXFP4_chr1_155911901	0.095238095	0.060642814	0.087229588	0.258519389	0.04720321	0.110011001	2487	6000	5175	2762	3816	4179
RXRA_chr9_137300793	0	1.547987616	1.749327182	3.122748018	0.815702269	0.700116686	3111	7978	5381	3721	3549	4243
RXRB_chr6_33168020	0	0.178944229	0.193330111	1.124260355	0.944767442	0.41031653	2530	6161	4247	3301	3353	3601
RXRG_chr1_165414090	0	0.955414013	0.334075724	2.920560748	1.111111111	0	5678	14661	10705	7518	6816	7362
RYR1_chr19_38931405	0.027766209	1.566201632	1.806736429	2.548921224	1.173913043	1.10612855	2351	6355	3984	4159	2864	3094
RYR2_chr1_237205826	0.141043724	0.615611918	0.79649542	0.738347946	0.941422594	0.424128181	1966	5304	3718	2762	2765	2899
RYR3_chr15_33765640	0.059844405	0.460286876	0.389168153	0.687876182	0.266370699	0.293369842	8106	24363	15869	11769	11257	12268
S1PR1_chr1_101704599	0	1.441812564	0.49382716	3.238469087	0.633713561	0.661521499	901	2898	1661	1390	1200	1255
S1PR2_chr19_10335434	0	1.730103806	3.827751196	5.472636816	4.255319149	1.081081081	697	1867	1317	1044	1012	1165
S1PR4_chr19_3178999	0	0.219868079	0.335672872	0.306630893	0.082508251	0.354609929	319	912	520	278	414	204
S1PR5_chr19_10625644	0	0.407228302	0.945047252	1.382289417	0	0.585365854	3264	8264	5922	4500	4076	4419
SCN10A_chr3_38835447	0	0.120385233	0	0	0	0	3114	8593	5319	3870	3721	3406
SCN11A_chr3_38991645	0	0.318344608	1.649813731	2.990897269	0.604686319	0.391542678	1776	4700	2859	2466	2155	2474
SCN1B_chr19_35521741	0	0.179137385	0.210723484	0.123800681	0.440852314	0.137315482	524	1789	867	835	694	642
SCN2A_chr2_166221704	0	1.075072886	1.041666667	4.277828887	0.942587832	0.524934383	1239	3551	2018	1419	1457	1528
SCN2B_chr11_118038940	0	0.265220012	0.698567936	0.874125874	0.222057735	0.300622718	2013	5480	3799	3380	2836	1403
SCN3A_chr2_165997298	0	0.534653465	0.79086116	2.038161318	0.839109814	0.721917413	5521	14087	8787	7180	6263	7231
SCN3B_chr11_123516296	0	0.562689367	1.240951396	2.809667674	0.600600601	0.480769231	3150	8245	5732	4255	4237	4545
SCN4A_chr17_62050136	0.107181136	0.602159468	1.685586515	2.266172229	0.916988417	0.6619594	3010	8075	5202	4163	3923	4285
SCN4B_chr11_118015871	0	1.579520697	2.980392157	5.401844532	1.346389229	3.363636364	1152	3353	2069	1690	1376	1706
SCN8A_chr12_52056710	0	0.936755755	1.117718707	1.439897931	0.64913989	0.669847678	524	1256	898	856	630	611
SCN9A_chr2_167168076	0	0.840500391	0.227855312	0.379867047	0.371245359	0.501253133	7203	15196	12232	9965	9200	10035
SCNN1A_chr12_6472674	0	1.540216771	1.691331924	1.756007394	1.56402737	1.546860783	1418	4061	2511	2167	1912	2122
SCNN1B_chr16_23364263	0	0.145273425	0.364902969	0.290637326	0	0.142915476	3342	9342	6167	4652	4505	5113
SCNN1D_chr1_1216629	0	0.974135035	2.751375688	3.532804614	0.801749271	1.279813845	620	1942	810	1019	789	907
SCNN1G_chr16_23197638	0	0.195071869	0.05259467	0.076555024	0.188014101	0.213995292	138	289	209	201	141	185
SCTR_chr2_120236406	0	0	0.104821803	0.44955045	0	0	1895	5003	3277	2609	2424	2538
SDC4_chr20_43976998	0	1.343900758	2.924281984	10.13513514	1.305483029	1.706484642	1337	3929	2857	2315	1783	2050
SDHB_chr1_17380485	0	1.547469678	1.31536734	3.161822467	1.537813356	1.642549863	842	2492	1708	1289	1178	1265
SETBP1_chr18_42281353	0	1.524944456	1.562730355	9.290187891	1.295387635	1.512636045	1201	2513	1879	1538	1323	1277
SF3B1_chr2_198288609	0.073800738	1.730161371	1.437595295	1.865965834	1.041666667	1.769616027	1943	7257	4271	3231	2722	2913
SFPQ_chr1_35658545	0	2.482269504	3.891891892	5.823627288	1.759530792	1.794753797	1896	5488	3072	2174	2334	2667
SLC6A1_chr3_11059017	0	0.585622956	0.711352303	1.720620843	0.176311968	0.359778598	3487	8295	5726	4576	4053	4657
SLC6A11_chr3_10885902	0	0	0	0	0	0	1931	5050	4552	2306	2741	3463
SLC6A12_chr12_313771	0	0.609849062	1.399194403	2.3583627	0.564652739	0.488997555	3026	6931	4835	3310	3663	3952
SLC6A13_chr12_346430	0	0.12195122	0.183486239	0.217391304	0.193050193	0.289645185	1866	4816	2907	2427	2072	2266
SLC6A14_chrX_115569014	0	0.475624257	0.55342699	0.398633257	0	0	749	1836	1275	759	817	1100
SLC6A15_chr12_85264297	0	0.243821345	0.354667097	0.563674322	0.240269101	0.141442716	7647	18895	13957	10973	9243	10898
SLC6A16_chr19_49814467	0	1.733361866	3.243687128	5.797283702	1.358846367	1.451153148	2092	5116	3511	3159	2963	3192
SLC6A17_chr1_110716613	0.022197558	0.687521485	0.818380213	1.540711848	0.498268727	0.5125459	789	1753	1419	1082	1023	1099
SLC6A18_chr5_1232380	0	0.616522811	0.790960452	0.591016548	0.396825397	0.625782228	3148	9637	6029	4817	4530	4898
SLC6A19_chr5_1201857	0	0.974756311	1.036400404	3.381555154	0.615640599	0.655415369	1251	2977	1999	1387	1372	1719
SLC6A2_chr16_55690612	0	8.520179372	8.163265306	4.142011834	6.389776358	4.899135447	3229	9740	5704	5225	4255	4673
SLC6A20_chr3_45837874	0	1.270168211	0.527240773	2.292650034	0.964187328	1.071667783	1134	3636	1908	2002	1337	1486
SLC6A3_chr5_1443271	0	0.077609624	0.287521564	0.13368984	0.149476831	0.258564964	1212	2902	1915	1036	1532	1758
SLC6A4_chr17_28545897	0	0	0.505050505	0	0	0	16	0	10	9	20	12
SLC6A5_chr11_20622907	0	2.867148172	6.191839656	4.804198627	3.290414878	2.018033491	3881	9564	6234	5092	4747	5114
SLC6A6_chr3_14526447	0	0.068657741	0.099552016	0	0	0	4357	9902	6783	3832	5095	5421
SLC6A7_chr5_149574447	0	1.804511278	2.123962155	3.803777545	1.187446989	1.347708895	2710	6011	4591	3805	3456	2995
SLC6A9_chr1_44482748	0	0.392692505	0.455811598	1.046815935	0.582590816	0.930680359	1615	4230	2775	2404	2046	2173
SMAD4_chr18_48575081	0	0.180810029	0.358851675	0.972447326	0.194498472	0.12373175	6664	20491	13636	11275	9642	10840
SMARCA4_chr19_11097007	0	0.182891346	0.433469066	0.480461243	0.19219681	0.290932601	986	2918	1755	1700	1560	1431
SMARCB1_chr22_24133949	0.131291028	1.976478275	2.0187244	2.481935281	1.206896552	0.73964497	2678	6559	4717	3689	3542	3681
SMO_chr7_128829096	0	0	0.392670157	0.76142132	0.336700337	0	837	2460	1635	1380	1036	1381
SNX29_chr16_12223488	0	0.591531756	0.371352785	0.793201133	0.138888889	0.24600246	1106	3364	2349	1756	1645	975
SOCS1_chr16_11349149	0	0.396600567	0.376789751	1.416122004	0.524934383	1.958525346	3032	9023	6203	4790	4162	4242
SOX2_chr3_181430188	0	0.227790433	1.030927835	0.735294118	0.596421471	1.149425287	6273	14019	9742	7952	7212	7718
SRGAP3_chr3_9094816	0	1.134780012	5.831533477	7.987711214	1.818181818	1.309067688	9010	20363	16496	10255	11841	13072
SRSF2_chr17_74733150	0.038218995	1.442001838	1.908272796	4.00796284	1.452313221	1.23943662	536	1622	885	846	756	799
SS18_chr18_23615842	0	1.503221188	2.708333333	0.92879257	0.626959248	0.679117148	4718	12003	7912	5530	6010	6103
